Method: COCG
SLAE Number: 3
Threads: 2
Smoothing: ResidualSmoothing
Total time: 1598807 ms
Total iterations: 6633

End iteration: 6633 		 ||f - Ax^j|| / ||r^0||: 9,909565813476583E-06

Iteration	Residual		SmoothedResidual
---------	---------		---------------
1		8,851667267076222E-001	6,975823503577399E-001
2		3,681250326383424E-001	3,320751433891913E-001
3		6,752594680399477E-001	3,320751433891909E-001
4		4,729485332532385E-001	2,166634253489520E-001
5		3,490903007414616E-001	2,059949597508768E-001
6		7,692852686897749E-001	2,020944714298551E-001
7		6,204699030758756E-001	1,774474709908793E-001
8		5,018042745955162E-001	1,762734079889851E-001
9		2,450552997124952E-001	1,376962125108834E-001
10		2,335881572902256E-001	1,292695671710815E-001
11		5,348673154586199E-001	1,292695671710815E-001
12		7,032481152774238E-001	1,292695671710815E-001
13		6,115159173473260E-001	1,278803282050709E-001
14		4,139047408626383E-001	1,198423506338774E-001
15		8,421388100516046E-001	1,190327357784372E-001
16		3,165340274309612E-001	1,002863049515028E-001
17		1,969757781975838E-001	9,194772882601795E-002
18		4,498997135404639E-001	9,157224348848136E-002
19		6,303635699956434E-001	9,076937047990903E-002
20		1,139000682850166E+000	9,076937047990984E-002
21		8,362376405371806E-001	8,759339340878268E-002
22		8,411040389785360E-001	8,444121283060917E-002
23		1,119588521654681E+000	8,421038822295911E-002
24		5,095171539043217E-001	8,289208048016872E-002
25		4,882475093160533E-001	7,840564009530694E-002
26		3,916105384903864E-001	7,755395772400335E-002
27		3,812213294273550E-001	7,755395772400335E-002
28		4,839105029860167E-001	7,351982707891082E-002
29		6,285172571650738E-001	7,351982707891082E-002
30		1,168454385153706E+000	7,351982707891082E-002
31		1,207982507123556E+000	7,288430582157314E-002
32		1,580560849180487E+000	7,288430582157314E-002
33		3,832626720738805E+000	7,288430582157314E-002
34		2,134886603870137E+001	7,288430582157328E-002
35		3,075666906754673E+000	7,170624036393589E-002
36		8,216080541910449E-001	7,161005568235829E-002
37		6,189124066850390E-001	7,123641931879809E-002
38		1,397331633822697E+000	7,089436345599914E-002
39		3,079439994449480E-001	6,960940221339355E-002
40		2,017440753277921E+000	6,960940221339355E-002
41		1,967550497274334E+000	6,960940221339361E-002
42		1,241454335841726E+000	6,935167353006140E-002
43		1,764943838304773E+000	6,935167353006143E-002
44		4,773351317352280E-001	6,852998962695452E-002
45		4,241462740461809E-001	6,845358083043822E-002
46		9,377578528986759E-002	5,640031389908418E-002
47		3,184076064059571E-001	5,640031389908418E-002
48		7,433200494633165E-001	5,640031389908418E-002
49		4,902365913384851E-001	5,541455681993362E-002
50		2,066682185328178E+000	5,541455681993362E-002
51		1,141252067441395E+000	5,491067827037951E-002
52		2,637897460452486E+000	5,491067827037951E-002
53		6,945266573043728E-001	5,407920508691613E-002
54		4,907567354912324E-001	5,404069246563289E-002
55		6,248881245091746E-001	5,404069246563289E-002
56		2,822393546419691E+000	5,402506657715533E-002
57		5,543907648608130E-001	5,264049589714755E-002
58		1,175732338143504E+000	5,210332744871250E-002
59		6,694711029262261E-001	5,207537608068957E-002
60		7,555755646963426E-001	5,207537608068957E-002
61		1,467002175074929E+000	5,207537608068957E-002
62		2,249171246735391E+000	5,144769820381682E-002
63		6,671223466453192E+000	5,144769820381682E-002
64		1,534298510494723E+000	5,061706461714138E-002
65		2,702473628903164E+000	5,061706461714138E-002
66		9,115576507648689E-001	4,981877553460811E-002
67		4,375413793711810E+000	4,980151102857508E-002
68		2,327486788368504E+000	4,979295585054935E-002
69		4,837742274665579E+000	4,979295585054936E-002
70		1,905657943658186E+000	4,934583844060564E-002
71		2,496548172484552E+000	4,934228439858165E-002
72		1,220318660399983E+000	4,867945388393519E-002
73		1,764168879740855E+000	4,867945388393519E-002
74		1,239049115985972E+000	4,867945388393519E-002
75		2,256908167982429E+000	4,867945388393536E-002
76		8,022059700962099E-001	4,861343366409041E-002
77		9,566718498028857E-001	4,861167597416688E-002
78		3,531259551922220E-001	4,848472278600101E-002
79		5,532699186417317E-001	4,848472278600099E-002
80		7,288497481485600E-001	4,845246727194083E-002
81		1,331417450796692E+000	4,845246727194086E-002
82		2,207708686792070E+000	4,845246727194082E-002
83		1,516449619601178E+000	4,844927166430273E-002
84		5,291810943925698E-001	4,811678569241493E-002
85		3,573231047423927E-001	4,714056983491329E-002
86		3,232783486933796E-001	4,714010104632859E-002
87		5,401248931209249E-001	4,683430967498681E-002
88		1,062980811100256E+000	4,672487094220701E-002
89		1,299735233978512E+000	4,672487094220699E-002
90		1,356246983841486E+000	4,672487094220702E-002
91		3,377575445342428E-001	4,639090849593431E-002
92		3,531785315469804E-001	4,589938451228946E-002
93		3,771571374133040E-001	4,589938451228979E-002
94		3,779098279473125E-001	4,523426473706364E-002
95		2,886705585009752E-001	4,512316382430762E-002
96		3,360624680941077E-001	4,512087486161919E-002
97		1,958745342934614E-001	4,498619694228411E-002
98		2,865634818362248E-001	4,423747414746995E-002
99		2,409264477569465E-001	4,423747414746990E-002
100		6,122164284443722E-001	4,423747414746906E-002
101		1,594185947232384E-001	4,267757529177602E-002
102		3,121326821403198E-001	4,267757529177602E-002
103		1,966588039876755E-001	4,267571074345025E-002
104		1,171006281764154E+000	4,149819084324666E-002
