Method: ComplexLocalOptimalScheme
SLAE Number: 1
Threads: 12
Smoothing: ResidualSmoothing
Total time: 11423 ms
Total iterations: 386

End iteration: 386 		 ||f - Ax^j|| / ||r^0||: 9,989786775674666E-06

Iteration	Residual		SmoothedResidual
---------	---------		---------------
1		5,958811309039816E-001	4,702101051811461E-001
2		2,226022977021689E-001	2,067673484962179E-001
3		1,896729150636446E-001	1,828545220760476E-001
4		1,825912219132343E-001	1,593685399687788E-001
5		2,028591756336331E-001	1,097887253161863E-001
6		1,381070894068707E-001	1,070144015393810E-001
7		1,241555222200099E-001	1,067561620713370E-001
8		9,983608619946903E-002	9,226019387903577E-002
9		9,819699865378595E-002	7,606062562040146E-002
10		1,120043775923365E-001	6,424722433031868E-002
11		1,017989561529004E-001	6,387900738015594E-002
12		5,144306305127873E-002	4,462204238202409E-002
13		3,486239312387246E-002	3,484566844879964E-002
14		3,434456813441322E-002	3,242577343899396E-002
15		2,949227887846299E-002	2,730848942921595E-002
16		5,689387431765480E-002	2,730848942921597E-002
17		2,744453088220730E-002	2,389445887497266E-002
18		2,326674236658368E-002	2,276250569595436E-002
19		2,470903766247627E-002	1,864677186109767E-002
20		1,770458097197917E-002	1,766842800839473E-002
21		1,743000763075894E-002	1,638694746020263E-002
22		1,366441171284249E-002	1,366441171284248E-002
23		1,756598792348350E-002	1,335577460034006E-002
24		1,833740552984035E-002	1,309563672924245E-002
25		1,965274009226630E-002	1,261830047512411E-002
26		1,499434296727176E-002	1,200345025912417E-002
27		9,466097169762241E-002	1,200345025912417E-002
28		7,873845402952974E-002	1,200345025912417E-002
29		4,779122456148773E-002	1,192489826611878E-002
30		3,786084533339293E-002	1,088201000215363E-002
31		3,513527223577873E-002	1,088201000215363E-002
32		2,493794058023657E-002	1,037247877819722E-002
33		3,790821478362411E-002	9,770685321828629E-003
34		7,697688153710876E-002	9,770685321828631E-003
35		3,388170855053374E-002	9,082672993113860E-003
36		7,663480613123314E-002	9,082672993113858E-003
37		7,908016263750130E-002	9,082672993113858E-003
38		2,026437435687287E-002	8,775449449981558E-003
39		1,887600979642139E-002	8,644602024062331E-003
40		4,682294764444436E-002	7,565120450298176E-003
41		1,159198954534830E-002	6,571841540462491E-003
42		1,609357344994989E-002	6,534370788519813E-003
43		1,049614395896538E-002	6,431751000727091E-003
