Method: ComplexLocalOptimalScheme
SLAE Number: 2
Threads: 2
Smoothing: ResidualSmoothing
Total time: 44388 ms
Total iterations: 762

End iteration: 762 		 ||f - Ax^j|| / ||r^0||: 9,981926780654763E-06

Iteration	Residual		SmoothedResidual
---------	---------		---------------
1		7,790319740144097E-001	6,863535792829706E-001
2		2,649984956561600E-001	2,541506816258833E-001
3		2,681571545562367E-001	2,372107070129130E-001
4		2,011839538699176E-001	1,833779955900542E-001
5		1,737514592102593E-001	1,670635972145536E-001
6		2,721460214075000E-001	1,670635972145536E-001
7		1,496370096316852E-001	1,326123104938691E-001
8		1,570948638863784E-001	1,308159030745054E-001
9		7,688827117970243E-002	7,390224587064582E-002
10		9,014067694144612E-002	7,225127542844048E-002
11		1,180388581041362E-001	7,116384839272777E-002
12		8,582946037010150E-002	6,147388256210987E-002
13		6,854496247298075E-002	5,757186512824816E-002
14		6,796944170442923E-002	5,757148122907575E-002
15		1,258096740725268E-001	5,757148122907573E-002
16		8,360461693906225E-002	5,055924964549376E-002
17		6,408913071352361E-002	4,844322313489486E-002
18		7,501070161716313E-002	4,844322313489486E-002
19		8,579783378590994E-002	4,572699916806054E-002
20		8,547081862241176E-002	4,570760418610255E-002
21		7,459330597095484E-002	3,987982795364708E-002
22		2,393855664354450E-001	3,749773687026792E-002
23		1,051308129254356E-001	3,739683220570024E-002
24		1,006507368118947E-001	3,713897452736081E-002
25		5,014789456437362E-002	2,984168971154587E-002
26		4,171478555918643E-002	2,943960496732090E-002
27		4,434191489313154E-002	2,878476399223860E-002
28		3,084894343898275E-002	2,822192874192781E-002
29		3,636953160741036E-002	2,709834970399035E-002
30		4,099873921514052E-002	2,709834970399046E-002
31		5,273744248595995E-002	2,709834970399037E-002
32		4,387822478046706E-002	2,709834970399042E-002
33		1,785704005020547E-001	2,709834970399037E-002
34		6,230960835129438E-002	2,709834970399037E-002
35		8,120112383979634E-002	2,709834970399033E-002
36		4,916153647473864E-002	2,568912951412922E-002
37		4,190705119193131E-002	2,518946913822009E-002
38		2,174055788300074E-002	1,653051591576175E-002
39		1,051314801468986E-001	1,557529303083364E-002
40		1,731647584428975E-002	1,347999782308736E-002
41		1,343246499782148E-002	1,231314558105268E-002
42		1,882924914599768E-002	1,222567699072589E-002
43		1,717397955793115E-002	1,219397879984570E-002
44		1,720103831068321E-002	1,219397879984571E-002
45		1,691397678199007E-002	1,219397879984571E-002
46		4,293825164944103E-002	1,211883838201836E-002
47		8,575270603596767E-002	1,175492144646813E-002
48		1,130429288178748E-001	1,108653283053880E-002
49		6,165285200712006E-002	1,108653283053880E-002
50		5,208273387507210E-002	1,108653283053880E-002
51		4,138718827418961E-002	1,078780734222294E-002
52		4,458303861519748E-002	1,074097333079188E-002
53		4,013117542275731E-002	1,069431938832914E-002
54		9,164993464270610E-002	1,065518076211099E-002
55		5,489946207184656E-002	1,064449490152182E-002
56		7,539555060889254E-002	1,064449490152181E-002
57		2,391157290993691E-002	1,026564970408349E-002
58		1,620938658460154E-002	1,023735424365403E-002
59		2,211152829334263E-002	1,023735424365403E-002
60		2,021017141935154E-002	1,023267073146082E-002
61		1,747239567066634E-002	1,021216835097974E-002
62		2,485519864011922E-002	1,021216835097976E-002
63		1,482783240725224E-002	8,950733898191203E-003
64		1,534754058727274E-002	8,871794132536401E-003
65		1,754023282565736E-002	8,871794132536404E-003
66		3,179503657150034E-002	8,736973999932814E-003
67		1,465468117736949E-002	8,423547156740806E-003
68		1,251270208831074E-002	8,288166751377928E-003
69		1,157319769452635E-002	8,286356944640742E-003
70		1,493809490731018E-002	8,278002400516118E-003
71		1,323309887686229E-002	8,088843438144984E-003
72		1,530339442950761E-002	8,074822859657998E-003
73		1,348190188257356E-002	7,647452303377502E-003
74		1,211556438329711E-002	7,640187079498841E-003
75		1,081935127731049E-002	7,613799327546861E-003
76		9,650240066944725E-003	7,603281976683535E-003
77		9,931944602592573E-003	7,603281976683522E-003
78		1,064909284708762E-002	7,420365011612920E-003
79		1,045983018488925E-002	7,419665656878949E-003
80		1,119653005779788E-002	7,419665656878950E-003
81		1,426264151753057E-002	7,419665656878953E-003
82		2,097803236995929E-002	7,419665656878945E-003
83		4,000247918950572E-002	7,419665656878946E-003
84		4,804204880490046E-002	7,419665656878949E-003
85		1,328379729013476E-002	6,614528554242183E-003
86		1,033057196088372E-002	6,488059552691324E-003
87		9,804021703700906E-003	6,476786204863834E-003
88		1,308204465694374E-002	6,476786204863839E-003
89		1,018146845526563E-002	6,476786204863839E-003
90		1,069190618180657E-002	6,394026879395731E-003
91		1,130902558762360E-002	6,103160326685577E-003
92		8,700724175798515E-003	6,034789126021992E-003
93		9,093413938041856E-003	6,032843638399540E-003
94		1,573611599729854E-002	6,032843638399544E-003
95		6,232269992416863E-003	4,900621383851335E-003
96		5,635877960730245E-003	4,573445311205969E-003
97		5,545471490806553E-003	4,573445311205969E-003
98		2,013610395092436E-002	4,541670762539573E-003
99		7,847785762062480E-003	4,541670762539573E-003
100		7,900072828943590E-003	4,517231720001098E-003
101		8,771050316784518E-003	4,255161834232561E-003
102		7,627206594560803E-003	4,248960375459096E-003
103		7,818747039094427E-003	4,228817723508286E-003
104		7,668682717209254E-003	4,228817723508285E-003
