Method: ComplexLocalOptimalScheme
SLAE Number: 3
Threads: 2
Smoothing: ResidualSmoothing
Total time: 1223011 ms
Total iterations: 4676

End iteration: 4676 		 ||f - Ax^j|| / ||r^0||: 9,983114031612734E-06

Iteration	Residual		SmoothedResidual
---------	---------		---------------
1		7,548324610421736E-001	7,511521916963670E-001
2		3,539270896693597E-001	3,417146778747368E-001
3		2,947900112729861E-001	2,947900112729862E-001
4		3,753591491922316E-001	2,563264674354817E-001
5		1,943980097836764E-001	1,818888642258559E-001
6		1,787393793884861E-001	1,742765879704148E-001
7		2,232814384899971E-001	1,734664983985278E-001
8		2,525900038141694E-001	1,722564640314575E-001
9		1,605424282263596E-001	1,338032232298517E-001
10		1,389873572023642E-001	1,158401211414828E-001
11		1,234900233490420E-001	1,128348683825919E-001
12		1,089716962691669E-001	1,067151247215707E-001
13		1,198963656022294E-001	1,064330329360455E-001
14		1,055921045588410E-001	9,496656461066373E-002
15		8,748647438596477E-002	8,748647438596466E-002
16		2,786238045969618E-001	8,748647438596471E-002
17		1,042841736418606E-001	7,625902102280115E-002
18		8,001813199173441E-002	7,132576965930913E-002
19		6,666799102076354E-002	6,370252392976175E-002
20		6,034869553256887E-002	5,958073384424598E-002
21		9,540128828797173E-002	5,958073384424598E-002
22		1,020009867035901E-001	5,958073384424598E-002
23		1,097562741418489E-001	5,958073384424598E-002
24		2,114236692114245E-001	5,958073384424598E-002
25		1,594686911719368E-001	5,956086637159953E-002
26		2,030578058487647E-001	5,949576180619524E-002
27		1,118874748578785E-001	5,349523583508248E-002
28		8,380353675622325E-002	5,152311140839996E-002
29		2,200763812167031E-001	4,983988847197015E-002
30		5,727753480290821E-002	4,703143345496841E-002
31		7,830177479912297E-002	4,703143345496839E-002
32		1,154384141073509E-001	4,703143345496841E-002
33		5,029397941659241E-002	4,513354174633864E-002
34		5,111234938037870E-002	4,513354174633864E-002
35		9,241410761246639E-002	4,465876070604097E-002
36		1,299360867114994E-001	4,381636198811178E-002
37		1,022242404457949E-001	4,284074267080708E-002
38		1,575001312536159E-001	4,268070751110890E-002
39		1,265534612441319E-001	4,193388434591089E-002
40		6,836432331714114E-002	3,649316559169670E-002
41		7,843683313861939E-002	3,649316559169670E-002
42		8,335866535243371E-001	3,649316559169670E-002
43		3,566616635426612E-001	3,649316559169669E-002
44		1,046172509425375E-001	3,254849195512147E-002
45		1,651923660520749E-001	3,145492827308526E-002
46		1,065546808552743E-001	3,101862878171839E-002
47		6,642657565881367E-002	2,983902481779701E-002
48		7,340920162798656E-002	2,983902481779691E-002
49		4,551743969107925E-002	2,949880518769706E-002
50		4,233281248993072E-002	2,946579672249959E-002
51		3,850506325970235E-002	2,877970826177917E-002
52		4,649997423255603E-002	2,877970826177917E-002
53		6,163824837393688E-002	2,877970826177917E-002
54		5,884341191945697E-002	2,877970826177918E-002
55		4,448167242630457E-002	2,877970826177917E-002
56		5,737444454198281E-002	2,877421461808548E-002
57		1,208619731932524E-001	2,877421461808548E-002
58		2,467632566471940E-001	2,877421461808549E-002
59		3,532243251292041E-001	2,877421461808550E-002
60		5,093163146343910E-002	2,710981273812817E-002
61		4,305381848076840E-002	2,311472987139604E-002
62		4,407849054064986E-002	2,303245548850013E-002
63		3,204943961145693E-002	2,287040032911071E-002
64		2,616309100567075E-002	2,245384764627107E-002
65		3,593554052614432E-002	2,010973436226375E-002
66		2,529008366226011E-002	1,965822080527951E-002
67		1,837480693246279E-002	1,832190309056314E-002
68		2,448380173724981E-002	1,800134515957462E-002
69		1,879890170168627E-002	1,759471718866679E-002
70		2,169222859958627E-002	1,759471718866679E-002
71		2,012749596460974E-002	1,759364135847047E-002
72		3,425459313122476E-002	1,759364135847047E-002
73		1,910279972718439E-002	1,752278390162888E-002
74		1,803887681521747E-002	1,733364429946921E-002
75		1,822896826789899E-002	1,716748268432564E-002
76		3,396707648973851E-002	1,716748268432564E-002
77		2,606463849350745E-002	1,716748268432564E-002
78		4,764458076610915E-002	1,716748268432564E-002
79		2,558858278339278E-002	1,716748268432564E-002
80		2,541146872980721E-002	1,716748268432564E-002
81		2,258273944131622E-002	1,716748268432564E-002
82		2,204866787081228E-002	1,716748268432564E-002
83		2,722408641010086E-002	1,716748268432564E-002
84		3,894685861731842E-002	1,716748268432564E-002
85		7,916747842381766E-002	1,710986559833520E-002
