Method: COCG
SLAE Number: 4
Threads: 2
Smoothing: ResidualSmoothing
Total time: 8051307 ms
Total iterations: 13410

End iteration: 13410 		 ||f - Ax^j|| / ||r^0||: 9,960350336930874E-06

Iteration	Residual		SmoothedResidual
---------	---------		---------------
1		8,850906311095160E-001	6,976545951356512E-001
2		3,669363516980221E-001	3,310247428818380E-001
3		6,628430020764788E-001	3,310247428818380E-001
4		4,788663391238809E-001	2,149968942797645E-001
5		3,443261752434760E-001	2,033033693208465E-001
6		7,598560532034940E-001	1,997837040361360E-001
7		6,192631940712982E-001	1,740479200217415E-001
8		5,127734078558712E-001	1,735808160841809E-001
9		2,428016313931182E-001	1,369410590192756E-001
10		2,318125022834228E-001	1,287481109910908E-001
11		5,065579507865342E-001	1,287481109910907E-001
12		6,701573266487337E-001	1,287481109910908E-001
13		6,242781112686313E-001	1,278300674801601E-001
14		4,380532073097320E-001	1,194208460239568E-001
15		8,972422363145246E-001	1,155390615184811E-001
16		3,116843790772982E-001	9,911611362345653E-002
17		1,906302624575694E-001	9,063777520285402E-002
18		4,357657334250936E-001	9,045166327524846E-002
19		7,213276952941030E-001	9,025464088715393E-002
20		1,225239755237263E+000	9,025464088715394E-002
21		8,831333858189203E-001	8,678619684979515E-002
22		8,590543092059513E-001	8,371676832893875E-002
23		1,184570673391834E+000	8,371221053325888E-002
24		6,816746118270960E-001	8,327457797513421E-002
25		6,265000651586073E-001	8,066266875988269E-002
26		4,770561214822913E-001	7,924307789773921E-002
27		5,505924742695040E-001	7,924307789773921E-002
28		6,739585147303987E-001	7,809739779090565E-002
29		1,005613013142457E+000	7,809739779090544E-002
30		1,778390681240203E+000	7,809739779090505E-002
31		2,282592387234390E+000	7,718474680494380E-002
32		4,508702034727221E+000	7,717616428697614E-002
33		5,916546224284021E+000	7,717616428697627E-002
34		1,764789204443015E+001	7,717616428697617E-002
35		1,286219457329874E+001	7,711854135639906E-002
36		2,873649206240656E+000	7,697614984339986E-002
37		1,813149258706444E+000	7,685819967700112E-002
38		3,008103206785341E+000	7,664792608085473E-002
39		4,516227028059487E-001	7,593274765591397E-002
40		3,419478133056482E+000	7,593274765591400E-002
41		6,746283478360472E+000	7,593274765591400E-002
42		1,746722292200266E+001	7,593216001124867E-002
43		1,362879633098544E+000	7,593214855635001E-002
44		1,070426594546489E+000	7,585623555124114E-002
45		2,339528824678036E+000	7,570441224842132E-002
46		7,171436877196329E+000	7,570441224842124E-002
47		4,480272041619420E+000	7,570441224842138E-002
48		3,080843096866808E+000	7,546088140530768E-002
49		1,339772679307216E+000	7,536634411329357E-002
50		5,995917157940302E+000	7,536634411329357E-002
51		3,310898079382336E+000	7,466559802468582E-002
52		4,034117682727217E+000	7,466559802468577E-002
53		2,757576274661475E+000	7,466086941804131E-002
54		1,909787690095498E+000	7,455390712773188E-002
55		7,318004022999545E+000	7,455382645958836E-002
56		1,353617812918838E+001	7,455228875517800E-002
57		3,083181096252599E+000	7,441903795850392E-002
58		1,671545500852825E+000	7,429513753223838E-002
59		5,787689579416120E-001	7,398313914980453E-002
60		2,275970057054507E+000	7,398313914980448E-002
61		1,193694385581365E+000	7,374920225366881E-002
62		3,631042673101003E+000	7,374920225366881E-002
63		1,880298396627622E+001	7,352362257376653E-002
64		8,056841977631979E+000	7,352362257376653E-002
65		9,271281726078531E+000	7,343785256445080E-002
66		3,905242038979855E+000	7,343785256445083E-002
67		1,222062456809111E+001	7,343785256445080E-002
68		3,188520871508824E+001	7,343785256445080E-002
69		5,265212640937537E+000	7,336233929239294E-002
70		1,709161670218069E+001	7,336233929239268E-002
71		6,487565388535975E+000	7,336233929239268E-002
72		9,196246308451602E+001	7,308328867009284E-002
73		1,285551832135488E+001	7,304669985295713E-002
74		1,147127911106309E+001	7,304252806005038E-002
75		2,627005042876293E+000	7,304067980279097E-002
76		5,858455344823760E+000	7,302770629260938E-002
77		1,430612296496317E+000	7,302011410889254E-002
78		3,440040849975534E+000	7,302007392776040E-002
79		9,132065024198555E-001	7,257263649437143E-002
80		1,017870931155496E+000	7,257263649437119E-002
81		1,967681718086138E+000	7,252561603793789E-002
82		1,802276007603978E+000	7,240617156249944E-002
83		1,640403986497888E+000	7,240617156249923E-002
84		5,171166104251743E+000	7,240617156249944E-002
85		3,033776310296659E+000	7,215520274544758E-002
86		6,187510131374191E+000	7,207530743937116E-002
87		3,228637215621807E+000	7,198648055415002E-002
88		4,088911863264566E+000	7,197427143633719E-002
89		1,297525407623352E+000	7,184342140537228E-002
90		4,641159259526886E+000	7,184342140537228E-002
91		1,720566734616844E+001	7,184112208363409E-002
92		1,544737501644569E+000	7,184025982318284E-002
93		5,583102028596999E-001	7,088479141399195E-002
94		5,897966017490790E-001	7,020726393264119E-002
95		5,646804109962583E+000	7,001261082852024E-002
96		2,010668198032927E+000	6,977464393853589E-002
97		4,729861892388981E-001	6,776232273678712E-002
98		5,383400179443599E-001	6,715157343933795E-002
99		4,257011406711613E-001	6,623256622484494E-002
100		1,841294629907069E-001	6,197718993276613E-002
101		1,086368219650603E+000	6,197718993276634E-002
102		1,382520201627002E-001	5,978579536025919E-002
103		5,266741386386752E-001	5,875616466454150E-002
104		7,624573814626183E-001	5,875616466454197E-002
105		5,489076253124086E-001	5,751215130073826E-002
106		1,993314195095628E+000	5,659641794070404E-002
107		2,780364203374937E+000	5,659641794070384E-002
108		1,177095084307567E+000	5,659599329481975E-002
109		1,701825037069530E+000	5,555793281748170E-002
110		1,264836590929519E+000	5,555701360136471E-002
111		8,390726204561588E-001	5,537556083507588E-002
112		3,741405032708383E+000	5,537556083507588E-002
113		2,125405671712068E+000	5,537556083507588E-002
114		1,521999846504341E+000	5,513162528221410E-002
115		5,467353001452362E-001	5,510863310099429E-002
116		3,078937253408161E+000	5,510863310099429E-002
117		3,369755517400757E-001	5,489820942437732E-002
118		4,612157406655347E+000	5,489820942437732E-002
119		1,475572837309499E+000	5,484845226914435E-002
120		4,412139525209136E+000	5,456936494901315E-002
121		5,852362930242597E-001	5,455357868232073E-002
122		8,443418081918420E-001	5,455357868232073E-002
123		3,673501380396815E+000	5,451099414621582E-002
124		2,007611112383492E+000	5,450962060867273E-002
125		1,806008114409661E+000	5,446226825088825E-002
126		9,557078045385519E-001	5,438352296308520E-002
127		1,070927960410620E+000	5,431386415904796E-002
128		2,028570232799530E+000	5,421647872859549E-002
129		1,635361969016077E+000	5,419497969601394E-002
130		1,299496440966106E+000	5,414154384210681E-002
131		1,788292795847868E-001	5,139669798680201E-002
132		7,765344519428360E-001	5,136000991862648E-002
133		8,854964960716956E-001	5,136000991862648E-002
134		7,371724974229680E-001	5,070238694261958E-002
135		6,747474291630966E-001	5,068217278886220E-002
136		2,032199032950030E+000	5,036470019274712E-002
137		1,801525735680061E+000	5,036470019274711E-002
138		2,363531765107905E+000	5,036470019274711E-002
139		1,450547849335610E+000	5,036188986645961E-002
140		2,151269429294514E+000	5,019392449443787E-002
141		1,901335686869627E+000	5,019392449443790E-002
142		8,550910417096199E-001	5,014211796890197E-002
143		2,241424712971360E+000	5,002810669942267E-002
144		1,825191102571508E+000	5,002810669942215E-002
145		1,539922921456994E+000	4,990232102138391E-002
146		7,505569408625822E-001	4,951770347649727E-002
147		1,323213667707312E+000	4,919483326840100E-002
148		2,213635416833946E+000	4,919483326840098E-002
149		3,430991003437435E-001	4,828127151359077E-002
150		1,829345638692691E+000	4,762962644776387E-002
151		1,252564345068482E+000	4,756658017559181E-002
152		2,151157250538681E+000	4,756658017559177E-002
153		1,633120078468375E+000	4,755666826113794E-002
154		3,406823140492585E+000	4,752230832622344E-002
155		6,945089146615755E-001	4,730538554232146E-002
156		2,767522779412294E+000	4,730538554232146E-002
157		1,069611236720322E+000	4,730538554232139E-002
158		8,844151447035191E-001	4,730538554232139E-002
159		9,264456589410480E+000	4,730538554232139E-002
160		4,752991603443152E+001	4,718025861923580E-002
161		2,442225668981289E+000	4,717986994809817E-002
162		6,118908924934458E+000	4,713911134542165E-002
163		2,084183290248532E+000	4,713911134542159E-002
164		4,329960400555374E+000	4,713911134542157E-002
165		1,053166533733475E+000	4,712940437665344E-002
166		3,504232856110890E+000	4,712940437665340E-002
167		1,509126289921990E+000	4,703527485472547E-002
168		2,503580475522772E+000	4,698946568764071E-002
169		7,056691303659216E-001	4,698730142736556E-002
170		2,003466426912524E-001	4,561856735320027E-002
171		1,206406794325551E-001	4,086703102351689E-002
172		1,541084178336247E-001	3,625657445187339E-002
173		1,456619302886104E-001	3,460234017562411E-002
174		1,589228884450452E-001	3,199337941146552E-002
175		6,027425868900878E-002	2,822192037254840E-002
176		9,779294601707217E-002	2,822192037254840E-002
177		8,640759747566393E-001	2,714415067399913E-002
178		2,212946531307589E-001	2,603272593301835E-002
179		1,319956704602889E-001	2,534984530710153E-002
180		1,913527426312772E-001	2,534984530710153E-002
181		2,569012741988477E-001	2,534984530710137E-002
182		1,118765204187345E-001	2,507737769202054E-002
183		4,210551703415101E-001	2,507047463741990E-002
184		3,031423523198178E-001	2,506338901914379E-002
185		3,023408547839344E-001	2,506338901914379E-002
186		1,433354930556716E-001	2,370810921894394E-002
187		1,025875584599124E-001	2,359045882411662E-002
188		9,826622179970618E-001	2,332307518468678E-002
189		8,387551020576887E-001	2,331889318714120E-002
190		6,889803600890200E-002	2,212612328355420E-002
191		1,907851342667522E-001	2,212612328355419E-002
192		5,102428827832602E-001	2,192874292640378E-002
193		5,816976037542774E-001	2,188642213714824E-002
194		2,108150057140788E-001	2,173031565238608E-002
195		8,584333367549565E-002	2,141177405409158E-002
196		1,514408411767573E-001	2,132056832186795E-002
197		1,908841166200484E-001	2,130971800869464E-002
198		1,890291554029818E-001	2,130971800869439E-002
199		3,804132598248533E-001	2,116529349626677E-002
200		5,909887000863506E-001	2,116529349626675E-002
201		1,838185390510023E+000	2,115905436188927E-002
202		2,800267146688715E-001	2,108691515535774E-002
203		3,555113098001277E-001	2,108691515535746E-002
204		2,385475483309112E-001	2,108691515535777E-002
205		2,893690615158626E+000	2,108691515535774E-002
206		2,117531640983938E+000	2,108691515535774E-002
207		1,412052331189669E+000	2,108691515535776E-002
208		1,240966215529894E+000	2,108689368228280E-002
209		2,229410803361342E+000	2,051094225622882E-002
210		1,425891121863177E+000	2,050396222246854E-002
211		8,490617424794868E-001	2,045086282128661E-002
212		5,954373583455610E+000	2,041630921451791E-002
213		3,917023992315947E-001	2,026465428798508E-002
214		2,613844760839862E-001	2,022485001893337E-002
215		3,862112947523915E-001	2,018590689684656E-002
216		1,333057470272211E+000	2,017190910793860E-002
217		1,033515359944680E+000	2,013484504674877E-002
218		4,432187622903896E-001	2,004157216447017E-002
219		2,657946853836270E-001	1,971863816763631E-002
220		4,471047362667289E-001	1,971863816763631E-002
221		2,773350388741725E-001	1,971863816763631E-002
222		1,996994851540124E-001	1,954459402229336E-002
223		2,833002414208446E-001	1,921614284575823E-002
224		4,432264284702153E-001	1,921614284575823E-002
225		2,722875356758679E+000	1,921614284575823E-002
226		3,384046497517529E-001	1,905185226289241E-002
227		2,232034485377077E+000	1,905185226289241E-002
228		1,024459789995978E+000	1,905185226289241E-002
229		9,476669232984931E-001	1,905185226289241E-002
230		1,353318558094228E+000	1,896859108906370E-002
231		8,559072628322582E+000	1,896289406348031E-002
232		4,953503182802257E+000	1,896289406348031E-002
233		2,549713572331696E+000	1,895987046797545E-002
234		1,006488676436222E+000	1,887453515755119E-002
235		3,512949963213824E+000	1,887453515755119E-002
236		5,362046131314841E+000	1,887453515755119E-002
237		1,575939376559087E+000	1,887453515755119E-002
238		4,504455199478582E+000	1,887453515755119E-002
239		1,467617304337590E+001	1,887453515755119E-002
240		1,358621785509646E+000	1,887453515755119E-002
241		5,369173810201160E-001	1,887431026074416E-002
242		3,503953289361353E+000	1,887139788875452E-002
243		3,562586017720068E+000	1,887139788875452E-002
244		8,257939909347793E-001	1,869072150812190E-002
245		9,567732014453710E-001	1,869049536673008E-002
246		9,025034287937884E-001	1,867976349150043E-002
247		6,645396835023976E-001	1,867096355121246E-002
248		8,787273619580459E-001	1,855964967395668E-002
249		8,056162431391211E-001	1,854513149983754E-002
250		4,721365329743604E-001	1,854513149983754E-002
251		2,598977541192065E+000	1,849451853922414E-002
252		8,660604680617350E+000	1,847296977735715E-002
253		2,165261572601035E+000	1,847252096630560E-002
254		1,170217262520664E+000	1,846734748354979E-002
255		1,477747523024069E+000	1,846047933988972E-002
256		9,316547805739226E-001	1,846047933988972E-002
257		3,665958362487913E-001	1,839024895341932E-002
258		1,627168260161017E+000	1,839024895341932E-002
259		1,548355915676292E+000	1,839023333586267E-002
260		4,154778139605254E-001	1,836969008831688E-002
261		5,757670209497253E-001	1,835186403087245E-002
262		5,338380575732876E-001	1,835117556903377E-002
263		1,387178557224751E+000	1,834856214705879E-002
264		1,318245735849445E+000	1,834856214705879E-002
265		8,586222368107266E-001	1,832582966717940E-002
266		2,552221662489677E+000	1,831480659613665E-002
267		3,330304059742681E-001	1,830959268322425E-002
268		2,534447473889467E-001	1,829816477066080E-002
269		9,947772229204868E-001	1,828546208736674E-002
270		1,042486632338679E+000	1,828546208736674E-002
271		1,789683784983188E+000	1,828546208736674E-002
272		1,063825633723928E+000	1,828546208736674E-002
273		2,646032363426274E+000	1,827628986315835E-002
274		4,453969282426080E-001	1,813382636844068E-002
275		1,078063995663433E+000	1,813382636844068E-002
276		3,681446939969756E-001	1,812842099511684E-002
277		2,557408268222479E-001	1,806329406022195E-002
278		3,724000769863449E-001	1,806329406022195E-002
