Method: ComplexLocalOptimalScheme
SLAE Number: 3
Threads: 2
Smoothing: NoSmoothing
Total time: 1375149 ms
Total iterations: 6140

End iteration: 6140 		 ||f - Ax^j|| / ||r^0||: 9,006823737264004E-06

Iteration	Residual		SmoothedResidual
---------	---------		---------------
1		7,548324610421736E-001	7,548324610421736E-001
2		3,539270896693597E-001	3,539270896693597E-001
3		2,947900112729861E-001	2,947900112729860E-001
4		3,753591491922318E-001	3,753591491922319E-001
5		1,943980097836765E-001	1,943980097836766E-001
6		1,787393793884859E-001	1,787393793884859E-001
7		2,232814384899977E-001	2,232814384899977E-001
8		2,525900038141696E-001	2,525900038141696E-001
9		1,605424282263596E-001	1,605424282263596E-001
10		1,389873572023617E-001	1,389873572023617E-001
11		1,234900233490399E-001	1,234900233490398E-001
12		1,089716962691652E-001	1,089716962691652E-001
13		1,198963656022280E-001	1,198963656022282E-001
14		1,055921045588410E-001	1,055921045588410E-001
15		8,748647438596452E-002	8,748647438596452E-002
16		2,786238045969628E-001	2,786238045969628E-001
17		1,042841736418599E-001	1,042841736418599E-001
18		8,001813199173403E-002	8,001813199173403E-002
19		6,666799102076459E-002	6,666799102076459E-002
20		6,034869553257009E-002	6,034869553257009E-002
21		9,540128828797544E-002	9,540128828797544E-002
22		1,020009867035928E-001	1,020009867035927E-001
23		1,097562741418518E-001	1,097562741418518E-001
24		2,114236692114384E-001	2,114236692114384E-001
25		1,594686911719357E-001	1,594686911719358E-001
26		2,030578058487821E-001	2,030578058487817E-001
27		1,118874748578856E-001	1,118874748578856E-001
28		8,380353675622165E-002	8,380353675622165E-002
29		2,200763812168235E-001	2,200763812168216E-001
30		5,727753480290512E-002	5,727753480290506E-002
31		7,830177479913210E-002	7,830177479913214E-002
32		1,154384141073903E-001	1,154384141073910E-001
33		5,029397941659129E-002	5,029397941659123E-002
34		5,111234938037828E-002	5,111234938037804E-002
35		9,241410761252038E-002	9,241410761252007E-002
36		1,299360867116037E-001	1,299360867116030E-001
37		1,022242404458709E-001	1,022242404458687E-001
38		1,575001312537455E-001	1,575001312537451E-001
39		1,265534612442121E-001	1,265534612442115E-001
40		6,836432331715434E-002	6,836432331715434E-002
41		7,843683313864153E-002	7,843683313864153E-002
42		8,335866535250829E-001	8,335866535250690E-001
43		3,566616635423755E-001	3,566616635423709E-001
44		1,046172509444350E-001	1,046172509444341E-001
45		1,651923660501337E-001	1,651923660501311E-001
46		1,065546808550939E-001	1,065546808550935E-001
47		6,642657565992020E-002	6,642657565991973E-002
48		7,340920162938031E-002	7,340920162938031E-002
49		4,551743969142622E-002	4,551743969142686E-002
50		4,233281248996790E-002	4,233281248996858E-002
51		3,850506325935432E-002	3,850506325935561E-002
52		4,649997423177563E-002	4,649997423177604E-002
53		6,163824837245742E-002	6,163824837245676E-002
54		5,884341191780944E-002	5,884341191780944E-002
55		4,448167242609743E-002	4,448167242609817E-002
56		5,737444454100640E-002	5,737444454100640E-002
57		1,208619731899344E-001	1,208619731899336E-001
58		2,467632566426005E-001	2,467632566425939E-001
59		3,532243251153251E-001	3,532243251153179E-001
60		5,093163146284285E-002	5,093163146284187E-002
61		4,305381847764069E-002	4,305381847764074E-002
62		4,407849053612165E-002	4,407849053612123E-002
63		3,204943960924668E-002	3,204943960924626E-002
64		2,616309100354328E-002	2,616309100354328E-002
65		3,593554052235364E-002	3,593554052235347E-002
66		2,529008366070897E-002	2,529008366070897E-002
67		1,837480693236711E-002	1,837480693236711E-002
68		2,448380173602283E-002	2,448380173602246E-002
69		1,879890170128358E-002	1,879890170128358E-002
70		2,169222859810192E-002	2,169222859810163E-002
71		2,012749596429039E-002	2,012749596429039E-002
72		3,425459312613227E-002	3,425459312613203E-002
73		1,910279972693117E-002	1,910279972693117E-002
74		1,803887681518243E-002	1,803887681518243E-002
75		1,822896826778434E-002	1,822896826778434E-002
76		3,396707648864208E-002	3,396707648864173E-002
77		2,606463849291229E-002	2,606463849291229E-002
78		4,764458076554464E-002	4,764458076554429E-002
79		2,558858278323526E-002	2,558858278323520E-002
80		2,541146873033290E-002	2,541146873033290E-002
81		2,258273944130923E-002	2,258273944130910E-002
82		2,204866787073210E-002	2,204866787073202E-002
83		2,722408641088137E-002	2,722408641088137E-002
84		3,894685861658842E-002	3,894685861658755E-002
85		7,916747841798996E-002	7,916747841798960E-002
86		3,743183940001685E-002	3,743183940001685E-002
87		3,463370827160731E-002	3,463370827160731E-002
88		2,843691015178366E-002	2,843691015178366E-002
89		3,684080801349229E-002	3,684080801349229E-002
90		3,074970272844513E-002	3,074970272844496E-002
91		4,466842298324031E-002	4,466842298323949E-002
92		1,408394179685394E-001	1,408394179685376E-001
93		4,673856833718074E-002	4,673856833718036E-002
94		1,216433361023857E-001	1,216433361023827E-001
95		4,980723845439501E-002	4,980723845439501E-002
96		1,029617075585979E-001	1,029617075585973E-001
97		5,208486862848234E-002	5,208486862848234E-002
98		1,963557355543279E-001	1,963557355543279E-001
99		5,449330296859595E-002	5,449330296859595E-002
100		5,329147887754696E-002	5,329147887754696E-002
101		6,580270964845379E-002	6,580270964845374E-002
102		2,793452800935365E-002	2,793452800935280E-002
103		4,533718671546361E-002	4,533718671546341E-002
104		3,822067949200086E-002	3,822067949200086E-002
105		3,273667473351495E-002	3,273667473351499E-002
106		4,059132309746868E-002	4,059132309746868E-002
107		1,371445269300498E-001	1,371445269300498E-001
108		1,988316037510637E-001	1,988316037510637E-001
109		1,143614603023402E-001	1,143614603023402E-001
110		6,827840555315647E-002	6,827840555315895E-002
111		8,764560600438180E-002	8,764560600438197E-002
112		4,511957179620366E-002	4,511957179620403E-002
113		5,111173658767869E-002	5,111173658767883E-002
114		2,125288758643985E-002	2,125288758643985E-002
115		2,283231602991476E-002	2,283231602991463E-002
116		2,091345366398533E-002	2,091345366398533E-002
117		2,135883012812243E-002	2,135883012812250E-002
118		2,382593083499160E-002	2,382593083499174E-002
119		2,563529931875397E-002	2,563529931875397E-002
120		4,035331110784431E-002	4,035331110784431E-002
121		2,987024378273355E-002	2,987024378273426E-002
122		2,060641870837846E-002	2,060641870837846E-002
123		2,673606100225248E-002	2,673606100225284E-002
124		1,996665741227023E-002	1,996665741227074E-002
125		1,888533039077063E-002	1,888533039077063E-002
126		1,466996946229120E-002	1,466996946229120E-002
127		1,293796716834043E-002	1,293796716834043E-002
128		1,836069185910265E-002	1,836069185910233E-002
129		1,901727910587428E-002	1,901727910587428E-002
130		1,288236808069003E-002	1,288236808068996E-002
131		1,246411417493796E-002	1,246411417493791E-002
132		1,246279993646154E-002	1,246279993646153E-002
133		1,321470036859851E-002	1,321470036859825E-002
134		1,434631990939606E-002	1,434631990939575E-002
135		1,472384025375001E-002	1,472384025374960E-002
136		6,147867269023603E-002	6,147867269023596E-002
137		4,469780672372770E-002	4,469780672372806E-002
138		4,108448397276621E-002	4,108448397276671E-002
139		2,781468305906475E-002	2,781468305906508E-002
140		3,321024648328829E-002	3,321024648328827E-002
141		1,359344891170072E-002	1,359344891170073E-002
142		1,180430900500695E-002	1,180430900500711E-002
143		1,653062657624724E-002	1,653062657624724E-002
144		1,559568579987717E-002	1,559568579987736E-002
145		3,127942500738520E-002	3,127942500738528E-002
146		1,067716329886235E-002	1,067716329886238E-002
147		9,415517659403011E-003	9,415517659402954E-003
148		9,752706963075338E-003	9,752706963075463E-003
149		2,233282165794926E-002	2,233282165794931E-002
150		1,221687554089201E-002	1,221687554089210E-002
151		1,273625463441528E-002	1,273625463441559E-002
152		1,275230148469589E-002	1,275230148469631E-002
153		1,891900213893487E-002	1,891900213893542E-002
154		1,607814180350246E-002	1,607814180350277E-002
155		2,013684587754817E-002	2,013684587754829E-002
156		2,528942013459723E-002	2,528942013459753E-002
157		2,513231150801615E-002	2,513231150801657E-002
158		3,063639506017817E-002	3,063639506017844E-002
159		9,841534180027194E-002	9,841534180027281E-002
160		4,487018959375083E-002	4,487018959375131E-002
161		4,895186580991187E-002	4,895186580991194E-002
162		2,210103669987563E-002	2,210103669987579E-002
163		3,560400308351958E-002	3,560400308351958E-002
164		2,924979158632998E-002	2,924979158633002E-002
165		2,805342024924341E-002	2,805342024924341E-002
166		1,867938685354082E-002	1,867938685354086E-002
167		2,146890483332508E-002	2,146890483332494E-002
168		1,316638319523425E-002	1,316638319523425E-002
169		1,904920027694893E-002	1,904920027694863E-002
170		3,282766848507541E-002	3,282766848507536E-002
171		4,293506691428612E-002	4,293506691428612E-002
172		2,976287354603533E-002	2,976287354603569E-002
173		2,070019116899713E-002	2,070019116899703E-002
174		2,079417494346518E-002	2,079417494346518E-002
175		1,692072942296728E-002	1,692072942296714E-002
176		1,389184603371421E-002	1,389184603371415E-002
177		1,938366543410894E-002	1,938366543410864E-002
178		2,088185634382574E-002	2,088185634382574E-002
179		5,524203611381706E-002	5,524203611381706E-002
180		2,435877286247274E-002	2,435877286247282E-002
181		2,913537669087939E-002	2,913537669087939E-002
182		2,231721689120617E-002	2,231721689120619E-002
183		1,723983199121428E-002	1,723983199121429E-002
184		4,905386192908158E-002	4,905386192908158E-002
185		1,396916242396747E-002	1,396916242396759E-002
186		2,274098571004238E-002	2,274098571004242E-002
187		3,724300274164631E-002	3,724300274164631E-002
188		2,364625842456168E-002	2,364625842456174E-002
189		1,567598774815893E-002	1,567598774815905E-002
190		2,124852616582419E-002	2,124852616582427E-002
191		1,527936662203043E-002	1,527936662203043E-002
192		1,407533694248027E-002	1,407533694248028E-002
193		1,618561962445589E-002	1,618561962445589E-002
194		1,597141239055804E-002	1,597141239055795E-002
195		2,211158877599947E-002	2,211158877599939E-002
196		1,252466463864754E-002	1,252466463864754E-002
197		1,388600129131619E-002	1,388600129131617E-002
198		2,287551410369437E-002	2,287551410369414E-002
199		1,142539536727804E-002	1,142539536727802E-002
200		1,176763075818477E-002	1,176763075818476E-002
201		9,942864755256679E-003	9,942864755256671E-003
