Method: ComplexLocalOptimalScheme
SLAE Number: 3
Threads: 1
Smoothing: NoSmoothing
Total time: 2123047 ms
Total iterations: 6140

End iteration: 6140 		 ||f - Ax^j|| / ||r^0||: 9,894273891250553E-06

Iteration	Residual		SmoothedResidual
---------	---------		---------------
1		7,548324610421736E-001	7,548324610421736E-001
2		3,539270896693597E-001	3,539270896693597E-001
3		2,947900112729887E-001	2,947900112729887E-001
4		3,753591491922357E-001	3,753591491922357E-001
5		1,943980097836747E-001	1,943980097836747E-001
6		1,787393793884827E-001	1,787393793884827E-001
7		2,232814384899992E-001	2,232814384899992E-001
8		2,525900038141665E-001	2,525900038141665E-001
9		1,605424282263703E-001	1,605424282263703E-001
10		1,389873572023775E-001	1,389873572023775E-001
11		1,234900233490518E-001	1,234900233490518E-001
12		1,089716962691747E-001	1,089716962691747E-001
13		1,198963656022362E-001	1,198963656022362E-001
14		1,055921045588352E-001	1,055921045588352E-001
15		8,748647438596145E-002	8,748647438596145E-002
16		2,786238045969501E-001	2,786238045969501E-001
17		1,042841736418573E-001	1,042841736418573E-001
18		8,001813199174172E-002	8,001813199174172E-002
19		6,666799102076873E-002	6,666799102076873E-002
20		6,034869553256805E-002	6,034869553256805E-002
21		9,540128828798240E-002	9,540128828798240E-002
22		1,020009867036195E-001	1,020009867036195E-001
23		1,097562741418844E-001	1,097562741418844E-001
24		2,114236692115082E-001	2,114236692115082E-001
25		1,594686911721076E-001	1,594686911721076E-001
26		2,030578058487355E-001	2,030578058487355E-001
27		1,118874748579336E-001	1,118874748579336E-001
28		8,380353675624971E-002	8,380353675624971E-002
29		2,200763812168394E-001	2,200763812168394E-001
30		5,727753480290178E-002	5,727753480290178E-002
31		7,830177479905107E-002	7,830177479905107E-002
32		1,154384141073092E-001	1,154384141073092E-001
33		5,029397941656565E-002	5,029397941656565E-002
34		5,111234938035664E-002	5,111234938035664E-002
35		9,241410761280691E-002	9,241410761280691E-002
36		1,299360867127455E-001	1,299360867127455E-001
37		1,022242404462003E-001	1,022242404462003E-001
38		1,575001312548301E-001	1,575001312548301E-001
39		1,265534612457797E-001	1,265534612457797E-001
40		6,836432331728447E-002	6,836432331728447E-002
41		7,843683313870270E-002	7,843683313870270E-002
42		8,335866535352701E-001	8,335866535352701E-001
43		3,566616635462266E-001	3,566616635462266E-001
44		1,046172509452328E-001	1,046172509452328E-001
45		1,651923660535069E-001	1,651923660535069E-001
46		1,065546808555869E-001	1,065546808555869E-001
47		6,642657565943620E-002	6,642657565943620E-002
48		7,340920162860744E-002	7,340920162860744E-002
49		4,551743969150374E-002	4,551743969150374E-002
50		4,233281249011891E-002	4,233281249011891E-002
51		3,850506325966502E-002	3,850506325966502E-002
52		4,649997423266037E-002	4,649997423266037E-002
53		6,163824837359981E-002	6,163824837359981E-002
54		5,884341191899783E-002	5,884341191899783E-002
55		4,448167242637543E-002	4,448167242637543E-002
56		5,737444454205796E-002	5,737444454205796E-002
57		1,208619731915376E-001	1,208619731915376E-001
58		2,467632566459918E-001	2,467632566459918E-001
59		3,532243251222482E-001	3,532243251222482E-001
60		5,093163146352059E-002	5,093163146352059E-002
61		4,305381847920497E-002	4,305381847920497E-002
62		4,407849053815922E-002	4,407849053815922E-002
63		3,204943961029472E-002	3,204943961029472E-002
64		2,616309100447012E-002	2,616309100447012E-002
65		3,593554052411314E-002	3,593554052411314E-002
66		2,529008366156694E-002	2,529008366156694E-002
67		1,837480693243696E-002	1,837480693243696E-002
68		2,448380173598593E-002	2,448380173598593E-002
69		1,879890170124709E-002	1,879890170124709E-002
70		2,169222859824330E-002	2,169222859824330E-002
71		2,012749596431556E-002	2,012749596431556E-002
72		3,425459312658401E-002	3,425459312658401E-002
73		1,910279972692060E-002	1,910279972692060E-002
74		1,803887681511952E-002	1,803887681511952E-002
75		1,822896826774294E-002	1,822896826774294E-002
76		3,396707648764161E-002	3,396707648764161E-002
77		2,606463849265751E-002	2,606463849265751E-002
78		4,764458076437507E-002	4,764458076437507E-002
79		2,558858278318216E-002	2,558858278318216E-002
80		2,541146873017164E-002	2,541146873017164E-002
81		2,258273944129940E-002	2,258273944129940E-002
82		2,204866787074362E-002	2,204866787074362E-002
83		2,722408641068704E-002	2,722408641068704E-002
84		3,894685861598039E-002	3,894685861598039E-002
85		7,916747841537154E-002	7,916747841537154E-002
86		3,743183939946107E-002	3,743183939946107E-002
87		3,463370827081113E-002	3,463370827081113E-002
88		2,843691015155510E-002	2,843691015155510E-002
89		3,684080801242146E-002	3,684080801242146E-002
90		3,074970272808936E-002	3,074970272808936E-002
91		4,466842298298932E-002	4,466842298298932E-002
92		1,408394179677469E-001	1,408394179677469E-001
93		4,673856833629950E-002	4,673856833629950E-002
94		1,216433360988295E-001	1,216433360988295E-001
95		4,980723845445179E-002	4,980723845445179E-002
96		1,029617075571858E-001	1,029617075571858E-001
97		5,208486862800665E-002	5,208486862800665E-002
98		1,963557355505593E-001	1,963557355505593E-001
99		5,449330296792190E-002	5,449330296792190E-002
100		5,329147887738968E-002	5,329147887738968E-002
101		6,580270964868119E-002	6,580270964868119E-002
102		2,793452800955058E-002	2,793452800955058E-002
103		4,533718671525549E-002	4,533718671525549E-002
104		3,822067949193064E-002	3,822067949193064E-002
105		3,273667473346246E-002	3,273667473346246E-002
106		4,059132309681979E-002	4,059132309681979E-002
107		1,371445269220851E-001	1,371445269220851E-001
108		1,988316037336776E-001	1,988316037336776E-001
109		1,143614602950683E-001	1,143614602950683E-001
110		6,827840555329745E-002	6,827840555329745E-002
111		8,764560599691390E-002	8,764560599691390E-002
112		4,511957178800310E-002	4,511957178800310E-002
113		5,111173657817678E-002	5,111173657817678E-002
114		2,125288758548392E-002	2,125288758548392E-002
115		2,283231602669540E-002	2,283231602669540E-002
116		2,091345366330638E-002	2,091345366330638E-002
117		2,135883012749901E-002	2,135883012749901E-002
118		2,382593083476018E-002	2,382593083476018E-002
119		2,563529931899883E-002	2,563529931899883E-002
120		4,035331110998692E-002	4,035331110998692E-002
121		2,987024378325755E-002	2,987024378325755E-002
122		2,060641870943997E-002	2,060641870943997E-002
123		2,673606100230701E-002	2,673606100230701E-002
124		1,996665741232369E-002	1,996665741232369E-002
125		1,888533039145536E-002	1,888533039145536E-002
126		1,466996946224932E-002	1,466996946224932E-002
127		1,293796716818180E-002	1,293796716818180E-002
128		1,836069185930905E-002	1,836069185930905E-002
129		1,901727910612054E-002	1,901727910612054E-002
130		1,288236808063287E-002	1,288236808063287E-002
131		1,246411417476146E-002	1,246411417476146E-002
132		1,246279993626712E-002	1,246279993626712E-002
133		1,321470036834749E-002	1,321470036834749E-002
134		1,434631990908290E-002	1,434631990908290E-002
135		1,472384025273653E-002	1,472384025273653E-002
136		6,147867268375037E-002	6,147867268375037E-002
137		4,469780672271806E-002	4,469780672271806E-002
138		4,108448397578857E-002	4,108448397578857E-002
139		2,781468305951105E-002	2,781468305951105E-002
140		3,321024650115569E-002	3,321024650115569E-002
141		1,359344891473786E-002	1,359344891473786E-002
142		1,180430900623887E-002	1,180430900623887E-002
143		1,653062658596129E-002	1,653062658596129E-002
144		1,559568580076528E-002	1,559568580076528E-002
145		3,127942501289457E-002	3,127942501289457E-002
146		1,067716329893196E-002	1,067716329893196E-002
147		9,415517659706621E-003	9,415517659706621E-003
148		9,752706964295083E-003	9,752706964295083E-003
149		2,233282166623237E-002	2,233282166623237E-002
150		1,221687554113059E-002	1,221687554113059E-002
151		1,273625463456486E-002	1,273625463456486E-002
152		1,275230148475248E-002	1,275230148475248E-002
153		1,891900214038313E-002	1,891900214038313E-002
154		1,607814180436779E-002	1,607814180436779E-002
155		2,013684587916638E-002	2,013684587916638E-002
156		2,528942013789847E-002	2,528942013789847E-002
157		2,513231151110123E-002	2,513231151110123E-002
158		3,063639506609927E-002	3,063639506609927E-002
159		9,841534183132974E-002	9,841534183132974E-002
160		4,487018959769234E-002	4,487018959769234E-002
161		4,895186581867442E-002	4,895186581867442E-002
162		2,210103670225724E-002	2,210103670225724E-002
163		3,560400308229325E-002	3,560400308229325E-002
164		2,924979159143213E-002	2,924979159143213E-002
165		2,805342025348893E-002	2,805342025348893E-002
166		1,867938685497169E-002	1,867938685497169E-002
167		2,146890482994987E-002	2,146890482994987E-002
168		1,316638319556959E-002	1,316638319556959E-002
169		1,904920027048163E-002	1,904920027048163E-002
170		3,282766846329162E-002	3,282766846329162E-002
171		4,293506690293366E-002	4,293506690293366E-002
172		2,976287354913227E-002	2,976287354913227E-002
173		2,070019117195178E-002	2,070019117195178E-002
174		2,079417494634852E-002	2,079417494634852E-002
175		1,692072942497290E-002	1,692072942497290E-002
176		1,389184603477369E-002	1,389184603477369E-002
177		1,938366543673679E-002	1,938366543673679E-002
178		2,088185634534274E-002	2,088185634534274E-002
179		5,524203612020302E-002	5,524203612020302E-002
180		2,435877286187273E-002	2,435877286187273E-002
181		2,913537668664587E-002	2,913537668664587E-002
182		2,231721688552876E-002	2,231721688552876E-002
183		1,723983199063237E-002	1,723983199063237E-002
184		4,905386191911883E-002	4,905386191911883E-002
185		1,396916242431586E-002	1,396916242431586E-002
186		2,274098571385547E-002	2,274098571385547E-002
187		3,724300274951352E-002	3,724300274951352E-002
188		2,364625842916089E-002	2,364625842916089E-002
189		1,567598774828733E-002	1,567598774828733E-002
190		2,124852615934433E-002	2,124852615934433E-002
191		1,527936661947786E-002	1,527936661947786E-002
192		1,407533694103642E-002	1,407533694103642E-002
193		1,618561962145297E-002	1,618561962145297E-002
194		1,597141238817667E-002	1,597141238817667E-002
195		2,211158876726892E-002	2,211158876726892E-002
196		1,252466463587287E-002	1,252466463587287E-002
197		1,388600128834741E-002	1,388600128834741E-002
198		2,287551408709403E-002	2,287551408709403E-002
199		1,142539536589821E-002	1,142539536589821E-002
200		1,176763075914541E-002	1,176763075914541E-002
201		9,942864755839666E-003	9,942864755839666E-003
