Method: ComplexLocalOptimalScheme
SLAE Number: 4
Threads: 4
Smoothing: ResidualSmoothing
Total time: 3447501 ms
Total iterations: 6550

End iteration: 6550 		 ||f - Ax^j|| / ||r^0||: 9,951789815379955E-06

Iteration	Residual		SmoothedResidual
---------	---------		---------------
1		7,549651519898130E-001	7,513107650493499E-001
2		3,527509780327461E-001	3,404587332284085E-001
3		2,940358648886826E-001	2,940358648886849E-001
4		3,653127391166598E-001	2,617633088581602E-001
5		1,937860889547168E-001	1,817369806754420E-001
6		1,783895529925812E-001	1,741118521136675E-001
7		2,268862644642728E-001	1,733039987748526E-001
8		2,653633902480709E-001	1,726201761156725E-001
9		1,611700238258937E-001	1,342968512802993E-001
10		1,406791812122790E-001	1,164551480968443E-001
11		1,246797601968986E-001	1,134269886409839E-001
12		1,092930233046430E-001	1,069639826396669E-001
13		1,169043241864842E-001	1,062850980342896E-001
14		1,026395580457963E-001	9,531471387484960E-002
15		8,869802677585091E-002	8,862042470629865E-002
16		2,940369206027175E-001	8,862042470629859E-002
17		1,068305358386539E-001	7,727151404498878E-002
18		7,983042361120377E-002	7,120424468144407E-002
19		6,707919587054820E-002	6,407321898414260E-002
20		6,089649972545663E-002	5,996097415421965E-002
21		9,354872732007649E-002	5,996097415421901E-002
22		1,004501808864277E-001	5,996097415421899E-002
23		1,086427244546925E-001	5,996097415421901E-002
24		2,630849153200067E-001	5,996097415421899E-002
25		1,636074804934842E-001	5,980081091758531E-002
26		2,242352324092135E-001	5,951241954825265E-002
27		1,316042628778352E-001	5,446866594715101E-002
28		8,575211524991266E-002	4,997873186726554E-002
29		2,497223304682784E-001	4,950407770098194E-002
30		6,068110499400171E-002	4,658691376637336E-002
31		1,217876940818120E-001	4,658691376637220E-002
32		2,552906228385334E-001	4,613372181277338E-002
33		5,126297266525888E-002	4,480091944875318E-002
34		8,016713755902220E-002	4,480091944875365E-002
35		1,660814828495149E-001	4,480091944875316E-002
36		3,340222048529952E-001	4,406391754149218E-002
37		2,768678221386371E-001	4,320720816511883E-002
38		3,515245348038801E-001	4,280517191372092E-002
39		3,063866410937749E-001	4,249433146768507E-002
40		1,038692703871465E-001	3,969582103771679E-002
41		3,099510107756457E-001	3,969582103771852E-002
42		4,630174086205580E-001	3,969582103771686E-002
43		5,601131988031564E-001	3,732426079075058E-002
44		2,329956821959387E-001	3,515743126247031E-002
45		1,668237526071020E+000	3,490898878107884E-002
46		2,303028407340094E+000	3,434982689872142E-002
47		1,899688609836477E-001	3,429446832080294E-002
48		2,159818245389098E-001	3,249045132364601E-002
49		6,332166591333757E-002	3,087392759854490E-002
50		5,233803939841585E-002	2,862783402195424E-002
51		8,574794549429487E-002	2,805587043845149E-002
52		4,062965053385882E-002	2,775443808706589E-002
53		1,338917347127456E-001	2,769073135357982E-002
54		1,871278509085319E-001	2,769073135357966E-002
55		1,003244330281588E-001	2,729970237473054E-002
56		7,757162442280469E-002	2,729970237473112E-002
57		3,721048618904648E-001	2,707113145435572E-002
58		4,543282270813236E-001	2,707113145435619E-002
59		1,445968515790848E-001	2,506303123293603E-002
60		7,601599894960277E-002	2,449802375853548E-002
61		6,526973773785200E-002	2,401171238716322E-002
62		7,713867684554407E-002	2,262924876591426E-002
63		4,309910624201152E-002	2,257967898894255E-002
64		2,560256037403386E-002	2,158203744915845E-002
65		6,109691315533630E-002	2,103711720030623E-002
66		7,586443224320870E-002	2,021200398854206E-002
67		2,271465761658512E-002	1,870097682394556E-002
68		2,998173437157369E-002	1,824500652675089E-002
69		3,767186139236888E-002	1,821703179143659E-002
70		3,295210840116186E-002	1,775357570457542E-002
71		2,704677467606167E-002	1,774466898921876E-002
72		4,434014450773453E-002	1,774466898921870E-002
73		1,396344091399019E-001	1,774466898921871E-002
74		2,259653597611640E-002	1,750220260552932E-002
75		2,406598860781062E-002	1,745052119087566E-002
76		3,485959221338616E-002	1,744986184072743E-002
77		4,125017658785357E-002	1,744986184072742E-002
78		1,943900548127945E-001	1,744859803318580E-002
79		4,309641915562631E-001	1,743438955021996E-002
80		5,498262843592442E-002	1,743438955021974E-002
81		6,996424150808099E-002	1,743438955021998E-002
82		6,048094322293186E-002	1,743438955021998E-002
83		9,162925219331641E-002	1,738143150122292E-002
84		4,200686784202050E-002	1,732087149516157E-002
85		4,166739963316703E-002	1,724313398627543E-002
86		3,365923680112735E-002	1,704290508454778E-002
87		3,333835258466156E-002	1,703123439785015E-002
88		6,628712647594777E-002	1,703123439784967E-002
89		5,126735292307304E-002	1,703123439785014E-002
90		4,497260252658877E-002	1,702975510932060E-002
91		6,701646346850515E-002	1,702647919639019E-002
92		8,833470220461953E-002	1,702647919639018E-002
93		2,091738787833570E-001	1,702647919638967E-002
94		2,273014036149077E-001	1,687757591004251E-002
95		1,774368857519495E-001	1,686958097048126E-002
96		1,038647376690183E-001	1,655753111079430E-002
97		1,393684302974183E-001	1,650077070311776E-002
98		3,297699493200926E-001	1,650077070311778E-002
99		1,266231944835347E-001	1,645701458098207E-002
100		1,158341043598134E-001	1,592855371363619E-002
101		1,333978391426779E-001	1,574650175500640E-002
102		2,878791436666669E-001	1,574650175500640E-002
103		2,440154178064332E-001	1,545175514749253E-002
104		6,164758444668386E-002	1,499955626987592E-002
105		3,907665677987283E-002	1,418348268592710E-002
106		1,154011291295654E-001	1,414900046228378E-002
107		3,382964849111084E-002	1,376666362922234E-002
108		7,863958585890320E-002	1,359506548776346E-002
109		4,185284823249796E-001	1,359506548776340E-002
110		6,554041217805728E-002	1,359506548776339E-002
111		1,288986966736581E-001	1,359506548776339E-002
112		6,290761119514859E-002	1,359506548776340E-002
113		2,346811233494779E-001	1,359506548776339E-002
114		2,096673707499960E+000	1,350024238411604E-002
115		1,693196854990971E-001	1,350024238411598E-002
116		1,833817908373037E-001	1,350024238411611E-002
117		1,267183114096226E-001	1,350024238411615E-002
118		4,096189897808603E-002	1,350024238411597E-002
119		6,505756130630512E-002	1,350024238411600E-002
120		5,167870418462137E-002	1,343902438737010E-002
121		2,383288689024926E-002	1,296947885578435E-002
122		2,428892789820550E-002	1,236340910841041E-002
123		1,635233541640988E-002	1,227022858609722E-002
124		1,908209553309027E-002	1,227022858609728E-002
125		2,781746703563572E-002	1,227022858609720E-002
126		3,827419792971570E-002	1,227022858609739E-002
127		5,871716576888039E-002	1,225585326326496E-002
128		2,208616199799731E-002	1,223687876282706E-002
129		2,292902957235038E-002	1,215525543143914E-002
130		8,076098700718942E-002	1,213946389156196E-002
131		4,446328921700780E-002	1,189036767367311E-002
132		5,785123339478210E-002	1,147253634982398E-002
133		2,562927679577304E-002	1,073457256721840E-002
134		2,840044669492687E-002	1,051568937014517E-002
135		1,840923858277985E-002	1,009084096308403E-002
136		1,687563426528020E-002	1,008884967254015E-002
137		1,081348450567437E-002	9,263791906316899E-003
138		1,342238574500678E-002	9,204748510885381E-003
139		2,193850538599335E-002	9,204748510885322E-003
140		1,385465943363566E-002	9,204748510885362E-003
141		2,152320594832498E-002	9,204748510884979E-003
142		3,045578654484822E-002	9,146584459677275E-003
143		1,584196568414325E-002	9,139999794566145E-003
144		1,233387284624347E-002	9,031362151698303E-003
145		1,495033689104722E-002	9,008821648919805E-003
146		3,785096087409353E-002	8,991552033358965E-003
147		7,147862881177260E-002	8,980617894877103E-003
148		4,839064207959421E-002	8,980617894877103E-003
149		4,092520200410186E-002	8,953512372484755E-003
150		7,166978634051141E-002	8,936598196000328E-003
151		4,299267670745743E-002	8,933831945428475E-003
152		7,350019972423165E-002	8,933831945428400E-003
153		1,713866648211319E-002	8,862792941341180E-003
154		3,529965197114647E-002	8,862792941341253E-003
155		1,797976060622480E-002	8,851004050027774E-003
156		1,693277473764371E-002	8,840556623577906E-003
157		6,799847676804979E-002	8,840556623577774E-003
158		2,212046499843051E-002	8,840556623577791E-003
159		3,049200594183064E-002	8,840556623577737E-003
160		3,463370557845583E-002	8,840556623577822E-003
161		4,059408621009936E-002	8,840556623577899E-003
162		1,695352174985315E-002	8,819138470836010E-003
163		1,292354451889302E-001	8,819138470836005E-003
164		4,872621501787373E-002	8,819138470836013E-003
165		3,325427100234826E-001	8,819138470836027E-003
166		1,114596541467800E-001	8,818349924513306E-003
167		7,807955763542883E-002	8,766681252902713E-003
168		6,616094421128448E-002	8,763773043242461E-003
169		1,332910300434552E-001	8,730625813604329E-003
170		6,161308556971114E-002	8,730625813604337E-003
171		1,256567611121911E-001	8,662668088768040E-003
172		5,328252601683865E-002	8,588963332816064E-003
173		3,072802404888830E-002	7,748397140259489E-003
174		3,882249369278112E-002	7,748397140259468E-003
175		6,890392784129044E-002	7,748397140259471E-003
176		3,619051232723527E-002	7,617299747072372E-003
177		2,804810407761119E-002	7,611100599017707E-003
178		2,270821879025055E-002	7,538281111544263E-003
179		1,103895526629590E-001	7,538281111544197E-003
180		1,745797214914747E-001	7,538281111544273E-003
181		1,278966258967316E-001	7,538281111544270E-003
182		3,412609819792065E-002	7,537721194088604E-003
183		3,000614971886672E-002	7,468747460839921E-003
184		6,280741831717421E-002	7,460884969899126E-003
185		2,904049707251015E-002	7,456965480729417E-003
186		6,932162535338332E-002	7,456965480729493E-003
187		1,750935074508296E-001	7,456965480729483E-003
188		1,181778177371661E-001	7,456965480729330E-003
189		2,369081103314179E-001	7,456965480729413E-003
190		6,415283615746484E-002	7,349265532356803E-003
191		4,074864787956047E-002	7,193233307094281E-003
192		3,514546010003472E-002	7,056651964056753E-003
193		3,236962869431938E-002	7,056651964056770E-003
194		8,768160498247868E-002	7,056651964056792E-003
195		3,153047221953738E-002	7,043649826233106E-003
196		2,960546627074264E-002	6,850555030466410E-003
197		4,597251846545517E-002	6,850555030466296E-003
198		2,107492026668467E-002	6,680984275048744E-003
199		4,462834115247947E-002	6,469642853223282E-003
200		2,591042152686574E-002	6,453956491721537E-003
201		1,901639777463479E-002	6,453052096234107E-003
202		3,914414160903126E-002	6,453052096234169E-003
203		1,844696782226674E-002	6,453052096234112E-003
204		1,663806366994050E-002	6,317181274730449E-003
205		1,173407382296551E-002	6,070380469574802E-003
206		9,813185819484189E-003	5,910721632953959E-003
207		1,644250883427006E-002	5,856192182080928E-003
208		1,666275791559247E-002	5,830336179453374E-003
209		1,037561852902827E-002	5,829819892536872E-003
210		2,141022448880370E-002	5,829671611756140E-003
211		1,766199210715238E-002	5,825379603496141E-003
212		1,469567552087293E-002	5,825379603496141E-003
213		6,880438524044584E-002	5,821784415376141E-003
214		3,902368138255198E-002	5,821784415376141E-003
215		3,735542803947690E-002	5,821784415376188E-003
216		1,452615149314793E-001	5,821784415376161E-003
217		6,644413665338288E-002	5,821784415375782E-003
218		1,261785198614874E-001	5,814702265710645E-003
219		1,098882212712893E-001	5,814702265710768E-003
220		1,347681132895445E-001	5,814702265710487E-003
221		5,555380896199686E-002	5,790077216411224E-003
222		4,863568845119214E-002	5,723424801347974E-003
223		2,554417816977504E-001	5,723424801348073E-003
224		7,544132404156874E-002	5,685501759435357E-003
225		4,127661788480154E-002	5,685284105788310E-003
226		1,441822078880215E-002	5,556001539297069E-003
227		2,772802832536855E-002	5,126845315648536E-003
228		7,766668649918691E-002	5,126845315648531E-003
229		5,371359636552968E-003	4,221084264435981E-003
230		1,035560960444736E-002	4,052895611363830E-003
231		6,062562181937992E-003	4,052895611363769E-003
232		1,744836039104943E-002	4,052895611363624E-003
233		1,149661574423252E-002	4,018837781975402E-003
234		1,862192290703517E-002	4,018837781975404E-003
235		1,327249786009332E-002	3,626573972325740E-003
236		7,978054640722008E-003	3,590839059760223E-003
237		1,908371381776818E-002	3,590839059759985E-003
238		5,503978176417212E-002	3,581326821021149E-003
239		5,428549379484649E-002	3,581326821021100E-003
240		2,852667551229987E-002	3,515339085214568E-003
241		2,011450769814211E-002	3,464918042436020E-003
242		2,832336092801945E-002	3,429855963334089E-003
243		2,379685645185553E-002	3,380064367332686E-003
244		1,572232490354096E-002	3,370876056025650E-003
245		2,253818364033611E-002	3,333938798504302E-003
246		8,905361429296114E-002	3,333938798504311E-003
247		6,257434231127522E-002	3,325153670933388E-003
248		1,959888153735600E-002	3,279265476629261E-003
249		8,152602100197960E-002	3,275586595907776E-003
250		3,570925120594055E-002	3,273313731945226E-003
251		1,063820260451891E-002	3,262752689223452E-003
252		3,194985875760146E-002	3,262752689223418E-003
253		3,264901469799300E-002	3,247275938204771E-003
254		2,925950738574092E-002	3,247179214637759E-003
255		1,710728555762735E-002	3,210975164111801E-003
256		2,331946357927986E-002	3,174332118564024E-003
257		1,887386576535523E-002	3,117671972028355E-003
258		1,012218268187359E-002	3,086930085541622E-003
259		2,801668998126501E-002	3,078372162725130E-003
260		5,692717375475884E-002	3,074332824712408E-003
261		1,779101673534822E-002	3,071563432855715E-003
262		1,075636585235361E-001	3,071563432855714E-003
263		2,227977515676619E-002	3,071563432855715E-003
264		1,244997185701062E-001	3,071563432855696E-003
265		2,679235924243559E-002	3,008034099344747E-003
266		1,502776318069992E-002	3,008034099344747E-003
267		9,420729583521452E-002	3,002919101840068E-003
268		2,065445781860864E-002	3,002919101840071E-003
269		6,589699508174009E-003	2,997386260914196E-003
270		1,612746289354965E-002	2,997386260914205E-003
271		6,328569557731941E-003	2,983258399347310E-003
272		7,043411341458584E-003	2,923293133571198E-003
273		1,225143434041047E-002	2,923293133571214E-003
274		7,717614274304559E-003	2,914788346427976E-003
275		1,588199979809395E-002	2,912154788192275E-003
276		1,531965277218166E-002	2,911629594379898E-003
277		4,791150799446371E-002	2,911629594379953E-003
278		1,272139960243090E-002	2,911629594379961E-003
279		2,317066009639381E-002	2,911629594379953E-003
280		1,143775357024160E-002	2,903768209929462E-003
281		8,098410641503875E-003	2,903768209929462E-003
282		1,987122483646080E-002	2,903002376300770E-003
283		4,929126419186221E-002	2,892453012960585E-003
284		3,470868509094421E-002	2,891791492755065E-003
285		2,383885342678039E-002	2,891690109781947E-003
286		2,578383911167816E-002	2,891293606744504E-003
287		3,335895441504540E-002	2,889785362175707E-003
288		2,026511380003908E-002	2,884009927629711E-003
289		6,432816575639845E-002	2,877830720271430E-003
290		1,996079958596454E-002	2,873047117052683E-003
291		3,451998275655776E-002	2,873047117052684E-003
292		2,086261336115327E-001	2,873047117052684E-003
293		8,118997009759678E-002	2,866068492053935E-003
294		1,258693173412661E-001	2,866068492053938E-003
295		3,476577161585957E-001	2,866068492053936E-003
296		8,723200488963835E-002	2,866068492053936E-003
297		3,749150382005539E-002	2,859182153829198E-003
298		5,614844155188718E-002	2,856829350056370E-003
299		7,297614950031338E-002	2,854951461726248E-003
300		1,545914299593587E-002	2,848205295826349E-003
301		9,789944988455132E-002	2,844360233976715E-003
302		2,681699831964867E-002	2,842492249072044E-003
303		1,190193732719262E-002	2,820943455803162E-003
304		1,880483144171107E-002	2,811770368393707E-003
305		2,265724851659763E-002	2,811770368393717E-003
306		2,052399295814401E-002	2,811770368393711E-003
307		4,181800023962446E-001	2,811738847405287E-003
308		4,377091734150014E-001	2,811738847405266E-003
309		3,248085105445715E-002	2,811738847405250E-003
310		6,446433043565877E-002	2,811738847405225E-003
311		1,727706375095070E-001	2,811738847405259E-003
312		3,836499715322939E-002	2,811738847405263E-003
313		1,695829500549159E-001	2,811738847405246E-003
314		5,120924864380234E-002	2,811738847405203E-003
315		1,230005970981915E-001	2,811738847405259E-003
316		6,392589547942565E-002	2,811623712786477E-003
317		7,808597091096026E-002	2,809535947693269E-003
318		9,411132979109986E-002	2,809535947693266E-003
319		2,624659811421134E-002	2,803265080801312E-003
320		2,192084613709504E-002	2,787276912952520E-003
321		1,241109976396316E-002	2,763100342021465E-003
322		1,030237852120594E-002	2,741399082590915E-003
323		1,213686329351062E-002	2,714155148726896E-003
324		5,695108799323648E-003	2,701718042918138E-003
325		5,032449163844955E-002	2,676329796484854E-003
326		7,202295050043328E-002	2,676329796484853E-003
327		3,795462070358430E-002	2,676121593169329E-003
328		1,065647468586133E-002	2,658114227070843E-003
329		2,712884241975762E-002	2,653821257141019E-003
330		9,217483049648015E-003	2,605129489367783E-003
331		4,696512057702502E-003	2,504725929200382E-003
332		8,258565091383631E-003	2,504725929200383E-003
333		6,083002809425729E-003	2,499792342611561E-003
334		6,187986237798401E-003	2,388374987041223E-003
335		8,006487006743558E-003	2,377607001144517E-003
336		6,150047131512579E-003	2,366682453088196E-003
337		7,458613508166169E-003	2,360524756024825E-003
338		4,202830848384841E-002	2,360507978498606E-003
339		1,651152669411493E-001	2,360507978498608E-003
340		1,376980328204955E-002	2,357846350881757E-003
341		6,885290246180552E-003	2,354503152938593E-003
342		8,577939048215820E-003	2,280396540589536E-003
343		1,022423193867556E-002	2,280396540589654E-003
344		5,870166118008979E-003	2,264548437938572E-003
345		1,284790157273673E-002	2,264548437938572E-003
346		1,316313337411416E-002	2,261473641624727E-003
347		3,713887121361845E-003	2,210203245558871E-003
348		3,520092784120387E-003	2,192141389698403E-003
349		2,638558064528741E-002	2,186798067226354E-003
350		4,860886329997107E-003	2,186798067226273E-003
351		4,176181158022208E-003	2,186798067226312E-003
352		4,485210733886327E-003	2,174269963781857E-003
353		3,106445869648854E-003	2,117295360969152E-003
354		7,724986772238980E-003	2,109905753880495E-003
355		3,530408562308264E-003	2,109892380693574E-003
356		4,224517793429260E-003	2,109859349686111E-003
357		2,820596650894132E-003	2,109859349686073E-003
