Method: COCG
SLAE Number: 1
Threads: 12
Smoothing: NoSmoothing
Total time: 17330 ms
Total iterations: 644

End iteration: 645 		 ||f - Ax^j|| / ||r^0||: 8,664915552653004E-06

Iteration	Residual		SmoothedResidual
---------	---------		---------------
1		6,098328096605706E-001	9,999999999999994E-001
2		2,834429874368230E-001	2,834429874368230E-001
3		3,286565167535471E-001	2,834429874368230E-001
4		2,570914604478503E-001	2,570914604478503E-001
5		2,738945312309302E-001	2,570914604478504E-001
6		3,635698276167913E-001	3,635698276167913E-001
7		7,080361380388212E-001	3,635698276167914E-001
8		2,158499746306740E-001	2,158499746306740E-001
9		1,549257015534598E-001	2,158499746306740E-001
10		9,269749104311423E-002	9,269749104311423E-002
11		1,453818876527368E-001	9,269749104311423E-002
12		5,722479856650946E-002	5,722479856650944E-002
13		1,130779204067372E-001	5,722479856650944E-002
14		8,460930152228700E-002	8,460930152228709E-002
15		5,346325408172453E-002	8,460930152228706E-002
16		7,172838118493811E-002	7,172838118493807E-002
17		2,583466412335229E-002	7,172838118493814E-002
18		4,000682649591161E-001	4,000682649591160E-001
19		1,000475246391311E-001	4,000682649591163E-001
20		2,688133484568035E-001	2,688133484568034E-001
21		3,167697778737498E-001	2,688133484568034E-001
22		5,926450721563502E-001	5,926450721563511E-001
23		2,793120206228693E-001	5,926450721563508E-001
24		3,878993288578205E-001	3,878993288578207E-001
25		1,583209570246981E-001	3,878993288578202E-001
26		1,413260219919357E-001	1,413260219919356E-001
27		1,722774187310326E-001	1,413260219919358E-001
28		1,381876341577687E-001	1,381876341577687E-001
29		7,831219694916113E-002	1,381876341577687E-001
30		3,424860366343022E-001	3,424860366343023E-001
31		2,294546616519082E+000	3,424860366343022E-001
32		3,006385283877089E-001	3,006385283877085E-001
33		6,142813309683876E-002	3,006385283877082E-001
34		1,353380419260269E-001	1,353380419260268E-001
35		8,591625186746173E-002	1,353380419260268E-001
36		9,026607067924715E-002	9,026607067924712E-002
37		1,035260605995106E-001	9,026607067924719E-002
38		6,922751346145832E-002	6,922751346145833E-002
39		3,122316694252060E-002	6,922751346145831E-002
40		2,379676155480318E-002	2,379676155480318E-002
41		1,451824122971856E-002	2,379676155480318E-002
42		1,433984619162031E-002	1,433984619162031E-002
43		6,842498790648018E-002	1,433984619162032E-002
44		2,121518870086666E-002	2,121518870086665E-002
45		5,677541822001901E-002	2,121518870086666E-002
46		1,683600432770433E-001	1,683600432770433E-001
47		2,196098799881536E-001	1,683600432770433E-001
48		4,625604504785114E-002	4,625604504785113E-002
49		6,006340761092618E-002	4,625604504785116E-002
50		7,775376127761782E-002	7,775376127761781E-002
51		7,666070087725221E-002	7,775376127761782E-002
52		6,256523023025924E-002	6,256523023025928E-002
53		1,726203923756960E-001	6,256523023025928E-002
54		2,176119266550135E-001	2,176119266550136E-001
55		1,954503061900491E-001	2,176119266550134E-001
56		6,468971929710415E-002	6,468971929710417E-002
57		3,617429518999430E-002	6,468971929710418E-002
58		3,095129342293854E-002	3,095129342293855E-002
59		3,779594000322149E-002	3,095129342293856E-002
60		5,311575926018601E-002	5,311575926018601E-002
61		1,487486085409586E-002	5,311575926018600E-002
62		1,583565488953123E-002	1,583565488953123E-002
63		1,243104265198318E-002	1,583565488953123E-002
64		4,786551864624897E-002	4,786551864624897E-002
65		2,050748680525342E-002	4,786551864624899E-002
66		8,580139474154981E-003	8,580139474154980E-003
67		5,330729691319282E-003	8,580139474154985E-003
68		1,051357430219980E-002	1,051357430219980E-002
69		5,680759391019356E-003	1,051357430219981E-002
70		9,336167678409550E-003	9,336167678409550E-003
71		4,289123419027197E-002	9,336167678409559E-003
72		5,291508695439999E-002	5,291508695440002E-002
73		2,634318394603864E-002	5,291508695439998E-002
74		1,858502692050273E-002	1,858502692050273E-002
75		9,714057183020477E-003	1,858502692050273E-002
76		6,419207893013540E-003	6,419207893013539E-003
77		1,150544013591784E-002	6,419207893013536E-003
78		8,054821618217653E-003	8,054821618217651E-003
79		6,156288805464664E-003	8,054821618217653E-003
80		1,558640717208966E-001	1,558640717208967E-001
81		1,251146884098702E-001	1,558640717208966E-001
82		1,968321432155820E-002	1,968321432155821E-002
83		6,072852704221376E-003	1,968321432155821E-002
84		1,189298103643902E-002	1,189298103643902E-002
85		6,779799532249401E-003	1,189298103643902E-002
86		8,051476016903392E-003	8,051476016903397E-003
87		1,273206731182756E-002	8,051476016903390E-003
88		8,288497265869237E-003	8,288497265869233E-003
89		4,404978253683637E-003	8,288497265869235E-003
90		1,260753687900612E-002	1,260753687900612E-002
91		1,431209391649431E-002	1,260753687900613E-002
92		1,579434801167987E-002	1,579434801167987E-002
93		4,576852229490409E-002	1,579434801167987E-002
