Method: COCG
SLAE Number: 1
Threads: 1
Smoothing: ResidualSmoothing
Total time: 19387 ms
Total iterations: 626

End iteration: 626 		 ||f - Ax^j|| / ||r^0||: 9,995655885723193E-06

Iteration	Residual		SmoothedResidual
---------	---------		---------------
1		6,098328096605723E-001	4,546297432260816E-001
2		2,834429874368223E-001	2,094479716723559E-001
3		3,286565167535467E-001	1,919554844628651E-001
4		2,570914604478494E-001	1,403925296070020E-001
5		2,738945312309298E-001	1,172061767283174E-001
6		3,635698276167875E-001	1,172061767283174E-001
7		7,080361380388268E-001	1,172061767283174E-001
8		2,158499746306837E-001	9,802071579269991E-002
9		1,549257015534671E-001	8,763163127629985E-002
10		9,269749104312026E-002	7,682756560059498E-002
11		1,453818876527392E-001	7,434021019034902E-002
12		5,722479856651199E-002	5,581853995861157E-002
13		1,130779204067459E-001	5,580259031776066E-002
14		8,460930152229623E-002	5,303805932907544E-002
15		5,346325408172666E-002	3,833403192397282E-002
16		7,172838118494340E-002	2,696114072186533E-002
17		2,583466412335395E-002	2,295445040283305E-002
18		4,000682649591133E-001	2,295445040283305E-002
19		1,000475246391385E-001	2,230083393323674E-002
20		2,688133484567805E-001	2,229950610061021E-002
21		3,167697778737419E-001	2,229950610061021E-002
22		5,926450721563172E-001	2,229950610061021E-002
23		2,793120206228886E-001	2,229950610061021E-002
24		3,878993288578451E-001	2,229950610061021E-002
25		1,583209570247053E-001	2,129109330927679E-002
26		1,413260219919518E-001	2,109821451861540E-002
27		1,722774187310475E-001	2,006914391587516E-002
28		1,381876341577763E-001	1,976140288138372E-002
29		7,831219694916554E-002	1,955468509593111E-002
30		3,424860366342782E-001	1,955468509593111E-002
31		2,294546616519280E+000	1,868144523951666E-002
32		3,006385283879821E-001	1,858317120203713E-002
33		6,142813309810437E-002	1,751675999706522E-002
34		1,353380419303843E-001	1,625099431503842E-002
35		8,591625187009128E-002	1,625099431503842E-002
36		9,026607067796730E-002	1,567574154949175E-002
37		1,035260605971694E-001	1,512105690926242E-002
38		6,922751346003542E-002	1,499696923535830E-002
39		3,122316694255396E-002	1,317427171741549E-002
40		2,379676155429743E-002	9,496966989506712E-003
41		1,451824122949717E-002	8,621916205384413E-003
42		1,433984619162493E-002	8,498805434878996E-003
43		6,842498790681135E-002	8,498805434878996E-003
44		2,121518870081397E-002	7,899871870320695E-003
45		5,677541822014413E-002	7,842151512266046E-003
46		1,683600432763269E-001	7,842151512266046E-003
47		2,196098799884375E-001	7,842151512266046E-003
48		4,625604504770034E-002	7,761004652304952E-003
49		6,006340761194284E-002	7,665033967723782E-003
50		7,775376127900234E-002	7,665033967723782E-003
51		7,666070087753597E-002	7,592140931811297E-003
52		6,256523023088290E-002	7,544639244333152E-003
53		1,726203923743936E-001	7,544639244333152E-003
54		2,176119266576677E-001	7,544639244333152E-003
55		1,954503061918694E-001	7,528033052677856E-003
56		6,468971929824034E-002	7,528033052677856E-003
57		3,617429519020598E-002	7,515070166873914E-003
58		3,095129342355628E-002	7,234820604202856E-003
59		3,779594000337931E-002	7,232040742007138E-003
60		5,311575926004544E-002	7,232040742007138E-003
61		1,487486085419163E-002	6,936036980356805E-003
62		1,583565488962240E-002	6,936036980356805E-003
63		1,243104265216940E-002	5,964710272085337E-003
64		4,786551864975822E-002	5,834280525323150E-003
65		2,050748680640116E-002	5,744994173105296E-003
66		8,580139474174657E-003	4,835086853029942E-003
67		5,330729691313429E-003	3,975301014619441E-003
68		1,051357430231324E-002	3,975301014619441E-003
69		5,680759391036636E-003	3,975301014619441E-003
70		9,336167678500375E-003	3,975301014619441E-003
71		4,289123418934167E-002	3,975301014619441E-003
72		5,291508695336579E-002	3,975301014619441E-003
73		2,634318394499228E-002	3,839340218411807E-003
74		1,858502691476284E-002	3,582793671901559E-003
75		9,714057182357334E-003	3,093954749263462E-003
76		6,419207892864305E-003	3,047791672803275E-003
77		1,150544013543780E-002	2,998111407706924E-003
78		8,054821618207119E-003	2,678704246349149E-003
79		6,156288805819805E-003	2,483600690009143E-003
80		1,558640717493269E-001	2,483600690009143E-003
81		1,251146884308508E-001	2,483600690009143E-003
82		1,968321432258634E-002	2,483600690009143E-003
83		6,072852704416177E-003	2,421664269044371E-003
84		1,189298103974163E-002	2,421489028378023E-003
85		6,779799532770256E-003	2,389410437341245E-003
86		8,051476017219169E-003	2,389410437341245E-003
87		1,273206731433846E-002	2,281938339255775E-003
88		8,288497266482219E-003	2,281938339255775E-003
89		4,404978253844920E-003	2,214349633885484E-003
90		1,260753687376991E-002	2,214344509448534E-003
91		1,431209390930539E-002	2,214344509448534E-003
92		1,579434800254076E-002	2,214344509448534E-003
93		4,576852222583165E-002	2,214344509448534E-003
